id	text	humor
580	واحد حضرمي يبغا يدعو يهودي للاسلام فقدم له حاجه يشربها فقال اليهودي ايش هادا قاله عصير احنا عندنا بالاسلام لازم نكرم الضيف قال اليهودي احنا ماعندنا كده فابتسم الحضرمي واعتنق اليهوديه	yes
581	بدوي سوي فحص نظر وكان قال والله لو ما خربطني الدكتور كان جبت اكثر	yes
582	محشش قال لربيعه تخيل تقوم من النوم تشوف نفسك ميت قال ربيعه المحشش كان اقوم اصارخ	yes
583	عجوز رمت نفسها في البحر ليش عشان يقولون من ضحايا تايتانيك	yes
584	عجوز طب في بيتهم حرامي سرق التلفزيون لحقته وتقول له خذالريموت	yes
585	فيه ثنتين عجايز سهرانات علي المصارعه الحره الا وقامت وحده فيهم وقفلت التلفزيون قالت لها الثانيه لييش سويتي جي يا وخيتي قالت لها والله لو ما قفلته كان تذابحوا	yes
586	فيه عجوز قاعده تتروش في الحمام شافت البرق من الدريشه قالت الله يصلح الشباب بدوا يصورون ه	yes
587	عجوز راحت تعزي عند ناس مات ولدهم سالت ام الولد وقالت الا ولدكم شو الي موته ردت ام الولد المتوفي وقالت اصابته طلقه رصاصه بين عيونه ومات ردت العجوز وقالت اشوي ما دخلت بعينه ه	yes
588	فيه عجوز شافت قطوه قالت لها بو قالت القطوه الحمدلله والشكر	no
589	فيه واحد خطف عجوزه وداها عند حارس المدرس قال له ممكن تصرف لي هذه ببنات	yes
590	مره عجوز كلت صرصور قالت الله يعز الحكومه حتي في التمر حطولنا ماينيز	yes
591	نذل راح لصاحب البقاله يساله عندك سكر قاله ايه قاله الله يشفيك ه	yes
592	فيه عجوز تدرس في محو الاميه سالتها الابله عن الاشاره قالت وش معني هذا قالت العجوز هذه رقم بس منسدحه هاهاهاهاهاهاهاهاهاهاها	yes
593	واحد اسمه ماشي راح عند واحد ويوم دق الباب ردت عليه العجوز وقالت مين قال انا ماشي قالت له في امان الله	yes
594	عجوز تكره نفسهايوم طاحت وهي ماشيه قالت احسن تستاهلين	yes
595	فيه واحد دخل عند مطعم قال عندكم عشي قالو له ايه قال ليش ماعزمتوني ه	yes
596	محشش متعرف علي وحده قعد سنه يحاول فيها انها تطلع معاه يوم وافقت وداها الشرطه	yes
597	محشش متردد يقطع الشارع والا لا لما قطع الشارع دعسته سياره قال وشرفي كنت عارف	yes
598	دلوع راح يسجل في الجيش قاله المسوول شو اسمك قال روري قال ما نسجل هالاشكال يوم بتستوي ريال بنسجلك سار و رد عقب اسبوع قاله الضابط شو اسمك قال روري الشرير	yes
599	فيه محشش ماكل مكعبات ماجي جاله مغص راح لدكتور ساله شنو ماكل قال بسكوت ابو ديك	yes
600	واحد شاف محششين قاعدين يحششوون قال حرام عليكم ردوعليه وعليكم الحرام ورحمه الله وبركاته	yes
601	يقول لك في واحد ملكع دايم يدخل المطعم ويطلب شاورما ويرمي الفلوس في الارض فقفلت مع الكاشيرفقال انا لازم احد حد لتصرفات هذا الرجل فدخل الملكع يوم ومعاه عشره ريال وقال شاورما وبيبسي فطلع الحساب ريال فقام الكاشير رمي الريال بالارض فدخل الملكع يده في مخباته وطلع ريال ورماه وقال خلها شاورما	yes
602	حلاق محشش جاه زبون قاله تبي اذنك اليمين الزبون باستخفاف قال لا ما ابيها جا المحشش وقطعها ورماها وساله تبي اذنك اليسار الرجال قله طبعا ابيها قطعها وعطاه اياها	yes
603	صعيدي جاه مسج حلو استانس واتصل علي المرسل وقاله والنبي تبعتها تاني	yes
604	محشش قاعد يشوف مباراه ريال مدريد سمع المذيع يقول فاول لصالح رونالدو قال تصدقون توني ادري ان اسمه الاول صالح	yes
605	شرطي منسم مسك واحد معه ربع رافع علي كفرين سجل مخالفه محاوله طيران	yes
606	فار يتمشي في الغابه شاف له قاروره خمر قال ياسـلام سكره في هالليله يلعن ام الفله شرب شوي وطاح بعد شوي جا القطو وشاف الفار وجمبه القاروره قال ياسـلام سكره وعشاء و شرب شوي وطاح وشوي جا الثعلب وشاف القاروره وجمبها الشباب منسدحين قال ياسـلام سكره وبعدها العشا وبعدها الحلي وشرب شوي وطاح بعد خمس ساعات قام الفار ولقي القطو والفار منسدحين	no
607	المعلم ما معنا كلمه سبيل الطالب طريق المعلم ممتاز والان ما معنا كلمه سلسبيل الطالب طر طريق	yes
608	محشش سالوه ايش احلي انواع الفواكه عندك قال كلها حلوه خاصه الجبنه	yes
609	محشش دخل المقبره شاف جنازه داخله قال احلي جاء العشاء	yes
610	محشش سالوه الثعلب يبيض والا يولد رد عليهم والله الثعلب مكار توقعوا منه اي شي	yes
611	فيه محشش طاح من الدور الرابع وتجمعوا عليه الناس يوم قالوا له سلامات وش فيه قال مدري توني جاي	yes
612	محشش يصبغ جدار قالوا له حط تحتك جريده قال لا عادي اطول	yes
613	عيم ياكلون كيوي بخبز ليش علي بالهم فلافل	yes
614	عيمي يشتغل في الجيش وراح عند المسوول يبي اجازه ساله ليش ماعرف العيمي شو يقول فقال الاهل حامل	no
615	عيمي حصلوه يصيح في المستشفي سالوه شو فيك قال ما شي بس الوالد شويه متوفي	yes
616	عيمي راح مصر اتصل في امه قال لها انا في الهرم قالت له صلي ركعتين و ادعي لي	yes
617	عيمي سخيف راح يعزي ناس وماعرف شو يقول فقال يعني مافي امل يرجع	yes
618	عيمي يصلي بالناس ولما غلط في الايه قال غلتيت بنسلي من اول	yes
619	عيمي دخل علي اهله وهم يتعشون جبن وزيتون قال حركات تعشون ريوق	yes
620	بدوي دخل محل عيمي وفي ايده ظب قال العيمي الله يخليك تلع هزا دينسور سغير برع قبل ما ير دوكان	yes
621	عيمي طاح بميلس بدو قالوا له سلمت قال وعليكم السلام	yes
622	عيمي ملقوف شاف حادث قال قوموا هزا المدعوم يقربلي طلع المدعوم حمار	yes
623	اجمع عشره عبوات مهياوه واحصل علي عيمي مجانا	no
624	عيمي طلع له جني بالليل ومو حافظ شي من القران غناله تلع البدر علينا	yes
625	عيمي دعم عيمي عند الدكان ويت دوريه الشرطه وفيها عيمي حطوا الغلط ع راعي الدكان	yes
